day,month,year,modern_site_code,historical_site_code,start_time,number,time_seg,HSF,notes,scientific_name,common_name,species_code,order,family
25,2,2021,ASFQ10,NA,8:41,1,1,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
25,2,2021,ASFQ10,NA,8:41,1,3,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
25,2,2021,ASFQ10,NA,8:41,2,2,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
25,2,2021,ASFQ10,NA,8:41,1,3,H,,Upupa epops,Eurasian Hoopoe,EUHO,Bucerotiformes,Upupidae (Hoopoes)
25,2,2021,ASFQ10,NA,8:41,1,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
25,2,2021,ASFQ10,NA,8:41,3,1,S,,Hirundo domicola,Hill Swallow,HISW,Passeriformes,Hirundinidae (Swallows)
25,2,2021,ASFQ10,NA,8:41,1,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
25,2,2021,ASFQ10,NA,8:41,3,1,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
25,2,2021,ASFQ10,NA,8:41,1,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
25,2,2021,ASFQ10,NA,8:41,1,1,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
25,2,2021,ASFQ10,NA,8:41,1,2,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
25,2,2021,ASFQ10,NA,8:41,1,2,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
25,2,2021,ASFQ10,NA,8:41,1,2,H,,Perdicula erythrorhyncha,Painted Bush Quail,PBQU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
25,2,2021,ASFQ10,NA,8:41,1,3,H,,Cinnyris asiaticus,Purple Sunbird,PUSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
25,2,2021,ASFQ10,NA,8:41,3,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
25,2,2021,ASFQ10,NA,8:41,2,2,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
25,2,2021,ASFQ10,NA,8:41,1,3,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
25,2,2021,ASFQ10,NA,8:41,1,2,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
25,2,2021,ASFQ10,NA,8:41,1,2,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
13,2,2021,ASFQ12,NA,9:37,1,2,H,,Hemipus picatus,Bar-winged Flycatcher-shrike,BWFS,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)"
13,2,2021,ASFQ12,NA,9:37,2,2,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
13,2,2021,ASFQ12,NA,9:37,1,2,H,,Orthotomus sutorius,Common Tailorbird,COTA,Passeriformes,Cisticolidae (Cisticolas and Allies)
13,2,2021,ASFQ12,NA,9:37,2,3,H,,Centropus sinensis,Greater Coucal,GRCO,Cuculiformes,Cuculidae (Cuckoos)
13,2,2021,ASFQ12,NA,9:37,2,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
13,2,2021,ASFQ12,NA,9:37,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
13,2,2021,ASFQ12,NA,9:37,2,1,H,confirm,Larvivora brunnea,Indian Blue Robin,IBRO,Passeriformes,Muscicapidae (Old World Flycatchers)
13,2,2021,ASFQ12,NA,9:37,1,1,H,,Pavo cristatus,Indian Peafowl,INPE,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
13,2,2021,ASFQ12,NA,9:37,1,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
13,2,2021,ASFQ12,NA,9:37,2,3,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
13,2,2021,ASFQ12,NA,9:37,1,2,H,confirm,Geokichla citrina,Orange-headed Thrush,OHTH,Passeriformes,Turdidae (Thrushes and Allies)
13,2,2021,ASFQ12,NA,9:37,1,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
13,2,2021,ASFQ12,NA,9:37,1,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
13,2,2021,ASFQ12,NA,9:37,1,3,H,confirm - fast GNW like call,Phylloscopus affinis,Tickell's Leaf Warbler,TLWA,Passeriformes,Phylloscopidae (Leaf Warblers)
13,2,2021,ASFQ12,NA,9:37,1,3,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
16,2,2021,ASFQ15,NA,8:40,1,2,H,contact calls,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
16,2,2021,ASFQ15,NA,8:40,1,2,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
16,2,2021,ASFQ15,NA,8:40,1,1,H,confirm,Aegithina tiphia,Common Iora,COIO,Passeriformes,Aegithinidae (Ioras)
16,2,2021,ASFQ15,NA,8:40,1,3,S,,Chrysocolaptes guttacristatus,Greater Flameback,GRFL,Piciformes,Picidae (Woodpeckers)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
16,2,2021,ASFQ15,NA,8:40,2,2,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
16,2,2021,ASFQ15,NA,8:40,2,2,S,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
16,2,2021,ASFQ15,NA,8:40,1,3,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Larvivora brunnea,Indian Blue Robin,IBRO,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
16,2,2021,ASFQ15,NA,8:40,1,2,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
16,2,2021,ASFQ15,NA,8:40,1,2,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Sholicola major,Nilgiri Sholakili,NISH,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ15,NA,8:40,2,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
16,2,2021,ASFQ15,NA,8:40,3,3,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
16,2,2021,ASFQ15,NA,8:40,2,3,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ15,NA,8:40,1,1,H,point moved ~400m away,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
16,2,2021,ASFQ15,NA,8:40,1,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
16,2,2021,ASFQ15,NA,8:40,1,3,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
16,2,2021,ASFQ15,NA,8:40,2,1,H,,Iole indica,Yellow-browed Bulbul,YBBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ16,NA,7:24,1,3,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
16,2,2021,ASFQ16,NA,7:24,3,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
16,2,2021,ASFQ16,NA,7:24,2,2,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
16,2,2021,ASFQ16,NA,7:24,2,1,H,,Upupa epops,Eurasian Hoopoe,EUHO,Bucerotiformes,Upupidae (Hoopoes)
16,2,2021,ASFQ16,NA,7:24,1,1,H,,Centropus sinensis,Greater Coucal,GRCO,Cuculiformes,Cuculidae (Cuckoos)
16,2,2021,ASFQ16,NA,7:24,3,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
16,2,2021,ASFQ16,NA,7:24,2,2,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
16,2,2021,ASFQ16,NA,7:24,1,1,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
16,2,2021,ASFQ16,NA,7:24,1,3,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
16,2,2021,ASFQ16,NA,7:24,2,1,H,,Corvus splendens,House Crow,HOCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
16,2,2021,ASFQ16,NA,7:24,1,2,S,,Ardeola grayii,Indian Pond Heron,IPHE,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)"
16,2,2021,ASFQ16,NA,7:24,1,3,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
16,2,2021,ASFQ16,NA,7:24,5,1,H,,Argya striata,Jungle Babbler,JUBA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
16,2,2021,ASFQ16,NA,7:24,6,1,H,,Acridotheres fuscus,Jungle Myna,JUMY,Passeriformes,Sturnidae (Starlings)
16,2,2021,ASFQ16,NA,7:24,5,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
16,2,2021,ASFQ16,NA,7:24,1,1,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
16,2,2021,ASFQ16,NA,7:24,2,3,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
16,2,2021,ASFQ16,NA,7:24,3,1,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ16,NA,7:24,1,3,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ16,NA,7:24,1,3,H/S,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ16,NA,7:24,1,3,H,,Streptopelia chinensis,Spotted Dove,SPDO,Columbiformes,Columbidae (Pigeons and Doves)
16,2,2021,ASFQ16,NA,7:24,3,1,H,,Amaurornis phoenicurus,White-breasted Waterhen,WBWA,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
2,1,2021,ASFQ17,NA,9:08,1,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
2,1,2021,ASFQ17,NA,9:08,2,1,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
2,1,2021,ASFQ17,NA,9:08,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
2,1,2021,ASFQ17,NA,9:08,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
2,1,2021,ASFQ17,NA,9:08,2,3,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
2,1,2021,ASFQ17,NA,9:08,1,3,H,,Hirundo domicola,Hill Swallow,HISW,Passeriformes,Hirundinidae (Swallows)
2,1,2021,ASFQ17,NA,9:08,2,1,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
2,1,2021,ASFQ17,NA,9:08,1,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
2,1,2021,ASFQ17,NA,9:08,1,3,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
2,1,2021,ASFQ17,NA,9:08,1,1,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
2,1,2021,ASFQ17,NA,9:08,2,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
2,1,2021,ASFQ17,NA,9:08,2,2,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
2,1,2021,ASFQ17,NA,9:08,1,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
16,2,2021,ASFQ18,NA,6:44,1,1,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
16,2,2021,ASFQ18,NA,6:44,1,3,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
16,2,2021,ASFQ18,NA,6:44,2,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
16,2,2021,ASFQ18,NA,6:44,1,2,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
16,2,2021,ASFQ18,NA,6:44,1,1,S,,Elanus caeruleus,Black-winged Kite,BWKI,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
16,2,2021,ASFQ18,NA,6:44,1,1,H,,Upupa epops,Eurasian Hoopoe,EUHO,Bucerotiformes,Upupidae (Hoopoes)
16,2,2021,ASFQ18,NA,6:44,3,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
16,2,2021,ASFQ18,NA,6:44,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
16,2,2021,ASFQ18,NA,6:44,1,3,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
16,2,2021,ASFQ18,NA,6:44,1,2,H,,Larvivora brunnea,Indian Blue Robin,IBRO,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ18,NA,6:44,1,1,H/F,,Ardeola grayii,Indian Pond Heron,IPHE,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)"
16,2,2021,ASFQ18,NA,6:44,1,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
16,2,2021,ASFQ18,NA,6:44,1,1,F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
16,2,2021,ASFQ18,NA,6:44,2,2,F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
16,2,2021,ASFQ18,NA,6:44,15,3,F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
16,2,2021,ASFQ18,NA,6:44,2,1,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
16,2,2021,ASFQ18,NA,6:44,2,1,H/S,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ18,NA,6:44,1,2,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
16,2,2021,ASFQ18,NA,6:44,1,3,S,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ18,NA,6:44,5,3,H,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ18,NA,6:44,2,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ18,NA,6:44,2,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
16,2,2021,ASFQ18,NA,6:44,1,2,H,,Streptopelia chinensis,Spotted Dove,SPDO,Columbiformes,Columbidae (Pigeons and Doves)
2,1,2021,ASFQ19,NA,9:36,1,3,S,,Buteo buteo,Common Buzzard,COBU,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
2,1,2021,ASFQ19,NA,9:36,1,2,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
2,1,2021,ASFQ19,NA,9:36,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
2,1,2021,ASFQ19,NA,9:36,1,2,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
2,1,2021,ASFQ19,NA,9:36,1,3,S,,Ardeola grayii,Indian Pond Heron,IPHE,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)"
2,1,2021,ASFQ19,NA,9:36,2,1,H/S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
2,1,2021,ASFQ19,NA,9:36,1,3,H,,Phylloscopus magnirostris,Large-billed Leaf Warbler,LBLW,Passeriformes,Phylloscopidae (Leaf Warblers)
2,1,2021,ASFQ19,NA,9:36,1,2,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
2,1,2021,ASFQ19,NA,9:36,1,1,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
2,1,2021,ASFQ19,NA,9:36,2,2,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
2,1,2021,ASFQ19,NA,9:36,1,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
21,1,2021,ASFQ22,NA,7:39,1,1,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
21,1,2021,ASFQ22,NA,7:39,1,3,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Carpodacus erythrinus,Common Rosefinch,CORO,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
21,1,2021,ASFQ22,NA,7:39,2,2,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
21,1,2021,ASFQ22,NA,7:39,1,3,S,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
21,1,2021,ASFQ22,NA,7:39,1,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
21,1,2021,ASFQ22,NA,7:39,1,2,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
21,1,2021,ASFQ22,NA,7:39,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
21,1,2021,ASFQ22,NA,7:39,1,2,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Larvivora brunnea,Indian Blue Robin,IBRO,Passeriformes,Muscicapidae (Old World Flycatchers)
21,1,2021,ASFQ22,NA,7:39,5,1,H/F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
21,1,2021,ASFQ22,NA,7:39,5,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
21,1,2021,ASFQ22,NA,7:39,1,1,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
21,1,2021,ASFQ22,NA,7:39,2,2,H,,Phylloscopus affinis,Tickell's Leaf Warbler,TLWA,Passeriformes,Phylloscopidae (Leaf Warblers)
21,1,2021,ASFQ22,NA,7:39,2,1,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
21,1,2021,ASFQ22,NA,7:39,1,3,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
30,3,2021,ASFQ23,NA,7:47,2,1,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
30,3,2021,ASFQ23,NA,7:47,2,1,S,,Passer domesticus,House Sparrow,HOSP,Passeriformes,Passeridae (Old World Sparrows)
30,3,2021,ASFQ23,NA,7:47,4,2,S,,Passer domesticus,House Sparrow,HOSP,Passeriformes,Passeridae (Old World Sparrows)
30,3,2021,ASFQ23,NA,7:47,1,1,S,,Hirundo domicola,Hill Swallow,HISW,Passeriformes,Hirundinidae (Swallows)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
30,3,2021,ASFQ23,NA,7:47,1,2,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
30,3,2021,ASFQ23,NA,7:47,1,1,S,,Acridotheres fuscus,Jungle Myna,JUMY,Passeriformes,Sturnidae (Starlings)
30,3,2021,ASFQ23,NA,7:47,5,2,S,,Acridotheres fuscus,Jungle Myna,JUMY,Passeriformes,Sturnidae (Starlings)
30,3,2021,ASFQ23,NA,7:47,3,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
30,3,2021,ASFQ23,NA,7:47,1,3,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
30,3,2021,ASFQ23,NA,7:47,2,1,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
30,3,2021,ASFQ23,NA,7:47,3,3,S,,Anthus nilghiriensis,Nilgiri Pipit,NIPI,Passeriformes,Motacillidae (Wagtails and Pipits)
30,3,2021,ASFQ23,NA,7:47,1,1,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
30,3,2021,ASFQ23,NA,7:47,1,2,S,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
30,3,2021,ASFQ23,NA,7:47,1,3,H,,Perdicula erythrorhyncha,Painted Bush Quail,PBQU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
30,3,2021,ASFQ23,NA,7:47,2,2,S,,Columba livia,Rock Pigeon,ROPI,Columbiformes,Columbidae (Pigeons and Doves)
30,3,2021,ASFQ23,NA,7:47,3,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
30,3,2021,ASFQ23,NA,7:47,2,1,H,,Streptopelia chinensis,Spotted Dove,SPDO,Columbiformes,Columbidae (Pigeons and Doves)
30,3,2021,ASFQ23,NA,7:47,1,2,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
10,3,2021,ASFQ25,NA,6:54,1,2,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
10,3,2021,ASFQ25,NA,6:54,3,1,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
