years,sd_lwr,PXt,sd_upr,PXt_min,PXt_max,scientific_name
1956,0.638648069,0.686683589,0.734719109,0.206922559,1,Psilopogon haemacephalus
1957,0.635258751,0.683464759,0.731670768,0.202887569,1,Psilopogon haemacephalus
1958,0.631877158,0.680261018,0.728644879,0.198931261,1,Psilopogon haemacephalus
1959,0.628634625,0.677072295,0.725509964,0.195052102,1,Psilopogon haemacephalus
1960,0.625294272,0.673898518,0.722502764,0.191248586,1,Psilopogon haemacephalus
1961,0.622043618,0.670739619,0.71943562,0.187519238,1,Psilopogon haemacephalus
1962,0.618853525,0.667595527,0.716337529,0.183862613,1,Psilopogon haemacephalus
1963,0.615628137,0.664466173,0.713304209,0.180277292,1,Psilopogon haemacephalus
1964,0.61241562,0.661351488,0.710287356,0.176761885,1,Psilopogon haemacephalus
1965,0.609274132,0.658251403,0.707228673,0.173315028,1,Psilopogon haemacephalus
1966,0.606051316,0.655165849,0.704280382,0.169935385,1,Psilopogon haemacephalus
1967,0.602789741,0.652094759,0.701399777,0.166621645,1,Psilopogon haemacephalus
1968,0.599717017,0.649038065,0.698359113,0.163372523,1,Psilopogon haemacephalus
1969,0.596617656,0.645995699,0.695373742,0.160186759,1,Psilopogon haemacephalus
1970,0.593536658,0.642967594,0.692398531,0.157063117,1,Psilopogon haemacephalus
1971,0.590465021,0.639953684,0.689442347,0.154000386,1,Psilopogon haemacephalus
1972,0.587322297,0.636953901,0.686585505,0.150997379,1,Psilopogon haemacephalus
1973,0.584298427,0.63396818,0.683637932,0.14805293,1,Psilopogon haemacephalus
1974,0.581265657,0.630996454,0.680727251,0.145165898,1,Psilopogon haemacephalus
1975,0.578243197,0.628038658,0.677834119,0.142335163,1,Psilopogon haemacephalus
1976,0.575229812,0.625094727,0.674959641,0.139559627,1,Psilopogon haemacephalus
1977,0.572142859,0.622164595,0.672186331,0.136838214,1,Psilopogon haemacephalus
1978,0.569181901,0.619248199,0.669314496,0.134169869,1,Psilopogon haemacephalus
1979,0.566154031,0.616345473,0.666536914,0.131553557,1,Psilopogon haemacephalus
1980,0.563146363,0.613456353,0.663766343,0.128988262,1,Psilopogon haemacephalus
1981,0.56020993,0.610580777,0.660951623,0.126472991,1,Psilopogon haemacephalus
1982,0.557225722,0.607718679,0.658211636,0.124006768,1,Psilopogon haemacephalus
1983,0.55433845,0.604869998,0.655401546,0.121588636,1,Psilopogon haemacephalus
1984,0.551456012,0.60203467,0.652613327,0.119217658,1,Psilopogon haemacephalus
1985,0.548624837,0.599212632,0.649800427,0.116892913,1,Psilopogon haemacephalus
1986,0.545729509,0.596403823,0.647078137,0.114613501,1,Psilopogon haemacephalus
1987,0.542864018,0.59360818,0.644352342,0.112378538,1,Psilopogon haemacephalus
1988,0.54000815,0.590825642,0.641643134,0.110187157,1,Psilopogon haemacephalus
1989,0.537131475,0.588056147,0.638980818,0.108038507,1,Psilopogon haemacephalus
1990,0.53422341,0.585299633,0.636375857,0.105931756,1,Psilopogon haemacephalus
1991,0.5314277,0.582556041,0.633684383,0.103866087,1,Psilopogon haemacephalus
1992,0.528605774,0.57982531,0.631044845,0.101840698,1,Psilopogon haemacephalus
1993,0.525776229,0.577107379,0.628438529,0.099854805,1,Psilopogon haemacephalus
1994,0.523073602,0.574402188,0.625730774,0.097907636,1,Psilopogon haemacephalus
1995,0.520302939,0.571709678,0.623116416,0.095998437,1,Psilopogon haemacephalus
1996,0.517659113,0.569029789,0.620400464,0.094126468,1,Psilopogon haemacephalus
1997,0.514967385,0.566362461,0.617757538,0.092291001,1,Psilopogon haemacephalus
1998,0.512320399,0.563707637,0.615094876,0.090491327,1,Psilopogon haemacephalus
1999,0.509570295,0.561065258,0.612560221,0.088726746,1,Psilopogon haemacephalus
2000,0.506932946,0.558435264,0.609937583,0.086996574,1,Psilopogon haemacephalus
2001,0.504309493,0.555817599,0.607325705,0.085300141,1,Psilopogon haemacephalus
2002,0.50173123,0.553212204,0.604693178,0.083636789,1,Psilopogon haemacephalus
2003,0.499075474,0.550619022,0.60216257,0.082005871,1,Psilopogon haemacephalus
2004,0.496444138,0.548037995,0.599631852,0.080406757,1,Psilopogon haemacephalus
2005,0.493824447,0.545469067,0.597113687,0.078838825,1,Psilopogon haemacephalus
2006,0.491241718,0.542912181,0.594582644,0.077301468,1,Psilopogon haemacephalus
2007,0.48870707,0.54036728,0.59202749,0.075794089,1,Psilopogon haemacephalus
2008,0.48624753,0.537834308,0.589421087,0.074316104,1,Psilopogon haemacephalus
2009,0.483787928,0.53531321,0.586838492,0.07286694,1,Psilopogon haemacephalus
2010,0.481224667,0.532803929,0.584383191,0.071446035,1,Psilopogon haemacephalus
2011,0.478745143,0.530306411,0.581867679,0.070052837,1,Psilopogon haemacephalus
2012,0.476228889,0.5278206,0.57941231,0.068686807,1,Psilopogon haemacephalus
2013,0.473796934,0.525346441,0.576895947,0.067347414,1,Psilopogon haemacephalus
2014,0.471322084,0.522883879,0.574445675,0.06603414,1,Psilopogon haemacephalus
2015,0.468820832,0.520432861,0.57204489,0.064746474,1,Psilopogon haemacephalus
2016,0.466344563,0.517993332,0.569642101,0.063483918,1,Psilopogon haemacephalus
2017,0.463994138,0.515565238,0.567136338,0.062245981,1,Psilopogon haemacephalus
2018,0.461576975,0.513148526,0.564720078,0.061032185,1,Psilopogon haemacephalus
2019,0.459148131,0.510743142,0.562338154,0.059842057,1,Psilopogon haemacephalus
2020,0.456737235,0.508349034,0.559960832,0.058675137,1,Psilopogon haemacephalus
2021,0.973145815,0.985250471,0.997355127,0.952933757,1,Psilopogon haemacephalus
2022,0.966752182,0.980632109,0.994512037,0.934351549,1,Psilopogon haemacephalus
2023,0.960596873,0.976035396,0.99147392,0.916131693,1,Psilopogon haemacephalus
2024,0.954535858,0.971460231,0.988384603,0.898267125,1,Psilopogon haemacephalus
2025,0.948675631,0.966906511,0.98513739,0.880750916,1,Psilopogon haemacephalus
2026,0.942918977,0.962374136,0.981829296,0.863576274,1,Psilopogon haemacephalus
2027,0.937399867,0.957863008,0.978326148,0.846736536,1,Psilopogon haemacephalus
2028,0.931957753,0.953373025,0.974788297,0.830225174,1,Psilopogon haemacephalus
2029,0.926614417,0.948904089,0.971193761,0.814035783,1,Psilopogon haemacephalus
2030,0.921315988,0.944456101,0.967596214,0.798162085,1,Psilopogon haemacephalus
1868,1,1,1,1,1,Prinia socialis
1869,0.988161905,0.9953125,1.002463095,0.9805,1,Prinia socialis
1870,0.980661936,0.990646973,1.00063201,0.96138025,1,Prinia socialis
1871,0.973901618,0.986003315,0.998105012,0.942633335,1,Prinia socialis
1872,0.96750478,0.981381424,0.995258069,0.924251985,1,Prinia socialis
1873,0.998833952,0.999441443,1.000048933,0.996212599,1,Prinia socialis
1874,0.987710793,0.994756561,1.001802329,0.976786454,1,Prinia socialis
1875,0.980208255,0.99009364,0.999979024,0.957739118,1,Prinia socialis
1876,0.999321838,0.999702809,1.00008378,0.997886956,1,Prinia socialis
1877,0.987987574,0.995016702,1.002045831,0.97842816,1,Prinia socialis
1878,0.980429416,0.990352561,1.000275707,0.959348811,1,Prinia socialis
1879,0.97362877,0.985710284,0.997791797,0.940641509,1,Prinia socialis
1880,0.967120842,0.981089767,0.995058692,0.922299,1,Prinia socialis
1881,0.998820837,0.999432693,1.000044549,0.99611495,1,Prinia socialis
1882,0.987605341,0.994747852,1.001890363,0.976690708,1,Prinia socialis
1883,0.980142106,0.990084972,1.000027837,0.95764524,1,Prinia socialis
1884,0.973558832,0.985443948,0.997329065,0.938971157,1,Prinia socialis
1885,0.967158703,0.98082468,0.994490657,0.92066122,1,Prinia socialis
1886,0.960943174,0.976227064,0.991510955,0.902708326,1,Prinia socialis
1887,0.954949597,0.971651,0.988352403,0.885105514,1,Prinia socialis
1888,0.9491102,0.967096386,0.985082572,0.867845956,1,Prinia socialis
1889,0.943389145,0.962563121,0.981737098,0.85092296,1,Prinia socialis
1890,0.937617231,0.958051107,0.978484982,0.834329962,1,Prinia socialis
1891,0.932118635,0.953560242,0.975001849,0.818060528,1,Prinia socialis
1892,0.926825868,0.949090429,0.971354989,0.802108348,1,Prinia socialis
1893,0.92137553,0.944641567,0.967907604,0.786467235,1,Prinia socialis
1894,0.916071655,0.94021356,0.964355464,0.771131124,1,Prinia socialis
1895,0.910717534,0.935806309,0.960895084,0.756094067,1,Prinia socialis
1896,0.905529817,0.931419717,0.957309617,0.741350233,1,Prinia socialis
1897,0.900417655,0.927053687,0.953689719,0.726893903,1,Prinia socialis
1898,0.895355534,0.922708123,0.950060711,0.712719472,1,Prinia socialis
1899,0.890410383,0.918382928,0.946355474,0.698821442,1,Prinia socialis
1900,0.995496576,0.997551488,0.999606399,0.984941072,1,Prinia socialis
1901,0.985563293,0.992875465,1.000187638,0.965734721,1,Prinia socialis
1902,0.999507063,0.999786264,1.000065465,0.998286736,1,Prinia socialis
1903,0.988096436,0.995099766,1.002103096,0.978820145,1,Prinia socialis
1904,0.98052215,0.990435236,1.000348322,0.959733152,1,Prinia socialis
1905,0.973706688,0.985792571,0.997878453,0.941018355,1,Prinia socialis
1906,0.96715682,0.981171668,0.995186516,0.922668497,1,Prinia socialis
1907,0.960879877,0.976572426,0.992264975,0.904676462,1,Prinia socialis
1908,0.95497663,0.971994742,0.989012855,0.887035271,1,Prinia socialis
1909,0.94922953,0.967438517,0.985647504,0.869738083,1,Prinia socialis
1910,0.943499082,0.962903649,0.982308216,0.85277819,1,Prinia socialis
1911,0.937840873,0.958390038,0.978939204,0.836149016,1,Prinia socialis
1912,0.932273466,0.953897585,0.975521704,0.81984411,1,Prinia socialis
1913,0.926883392,0.94942619,0.971968987,0.80385715,1,Prinia socialis
1914,0.921419127,0.944975755,0.968532382,0.788181935,1,Prinia socialis
1915,0.916203119,0.940546181,0.964889243,0.772812388,1,Prinia socialis
1916,0.91100007,0.936137371,0.961274671,0.757742546,1,Prinia socialis
1917,0.905987019,0.931749227,0.957511435,0.742966566,1,Prinia socialis
1918,0.900950482,0.927381652,0.953812822,0.728478718,1,Prinia socialis
1919,0.895755705,0.923034551,0.950313397,0.714273383,1,Prinia socialis
1920,0.890738553,0.918707826,0.946677099,0.700345052,1,Prinia socialis
1921,0.885788066,0.914401383,0.943014701,0.686688324,1,Prinia socialis
1922,0.880859384,0.910115127,0.939370869,0.673297902,1,Prinia socialis
1923,0.995049257,0.997303454,0.999557651,0.983664895,1,Prinia socialis
1924,0.999826046,0.999919104,1.000012161,0.999183245,1,Prinia socialis
1925,0.988297863,0.995231983,1.002166102,0.979699171,1,Prinia socialis
1926,0.980742603,0.990566833,1.000391063,0.960595038,1,Prinia socialis
1927,0.973788103,0.985923551,0.998058999,0.941863434,1,Prinia socialis
1928,0.967267208,0.981302034,0.99533686,0.923497097,1,Prinia socialis
1929,0.961138167,0.976702181,0.992266194,0.905488904,1,Prinia socialis
1930,0.955194949,0.972123889,0.98905283,0.88783187,1,Prinia socialis
1931,0.949359608,0.967567059,0.985774509,0.870519149,1,Prinia socialis
1932,0.943672105,0.963031588,0.982391071,0.853544026,1,Prinia socialis
1933,0.938093234,0.958517378,0.978941521,0.836899917,1,Prinia socialis
1934,0.932542774,0.954024327,0.97550588,0.820580369,1,Prinia socialis
1935,0.927253076,0.949552338,0.971851601,0.804579051,1,Prinia socialis
1936,0.921947099,0.945101312,0.968255524,0.78888976,1,Prinia socialis
1937,0.996908591,0.998353039,0.999797487,0.989444488,1,Prinia socialis
1938,0.986466482,0.993673259,1.000880037,0.97015032,1,Prinia socialis
1939,0.978923183,0.989015416,0.999107649,0.951232389,1,Prinia socialis
1940,0.972083742,0.984379406,0.996675071,0.932683358,1,Prinia socialis
1941,0.965686196,0.979765128,0.99384406,0.914496032,1,Prinia socialis
1942,0.959458607,0.975172479,0.990886351,0.89666336,1,Prinia socialis
1943,0.982428995,0.989448303,0.996467612,0.94833168,1,Prinia socialis
1944,0.974770042,0.984810265,0.994850487,0.929839212,1,Prinia socialis
1945,0.968045722,0.980193966,0.99234221,0.911707347,1,Prinia socialis
1946,0.961653774,0.975599307,0.989544841,0.893929054,1,Prinia socialis
1947,0.998555768,0.999267979,0.99998019,0.994696453,1,Prinia socialis
1948,0.999950117,0.999978039,1.000005962,0.999734823,1,Prinia socialis
1949,0.988386888,0.995290642,1.002194397,0.980239994,1,Prinia socialis
1950,0.980821759,0.990625217,1.000428676,0.961125314,1,Prinia socialis
1951,0.973952365,0.985981662,0.998010958,0.94238337,1,Prinia socialis
1952,0.967466614,0.981359873,0.995253131,0.924006894,1,Prinia socialis
1953,0.961399167,0.976759748,0.99212033,0.90598876,1,Prinia socialis
1954,0.955518197,0.972181187,0.988844177,0.888321979,1,Prinia socialis
1955,0.949715854,0.967624088,0.985532321,0.870999701,1,Prinia socialis
1956,0.943957404,0.96308835,0.982219296,0.854015206,1,Prinia socialis
1957,0.938425078,0.958573873,0.978722668,0.83736191,1,Prinia socialis
1958,0.932888102,0.954080558,0.975273015,0.821033353,1,Prinia socialis
1959,0.927496459,0.949608305,0.971720152,0.805023202,1,Prinia socialis
1960,0.922135272,0.945157017,0.968178761,0.78932525,1,Prinia socialis
1961,0.91681975,0.940726593,0.964633436,0.773933407,1,Prinia socialis
1962,0.911522348,0.936316937,0.961111526,0.758841706,1,Prinia socialis
1963,0.90632358,0.931927951,0.957532323,0.744044293,1,Prinia socialis
1964,0.901209778,0.927559539,0.9539093,0.729535429,1,Prinia socialis
1965,0.896078102,0.923211604,0.950345106,0.715309488,1,Prinia socialis
1966,0.891123585,0.918884049,0.946644514,0.701360953,1,Prinia socialis
1967,0.886099947,0.91457678,0.943053614,0.687684415,1,Prinia socialis
1968,0.881249425,0.910289702,0.939329979,0.674274568,1,Prinia socialis
1969,0.876254833,0.906022719,0.935790605,0.661126214,1,Prinia socialis
1970,0.87148368,0.901775737,0.932067794,0.648234253,1,Prinia socialis
1971,0.866594097,0.897548664,0.928503231,0.635593685,1,Prinia socialis
1972,0.861868554,0.893341404,0.924814254,0.623199608,1,Prinia socialis
1973,0.857098845,0.889153866,0.921208888,0.611047216,1,Prinia socialis
1974,0.852361855,0.884985958,0.917610061,0.599131795,1,Prinia socialis
1975,0.847714199,0.880837586,0.913960973,0.587448725,1,Prinia socialis
1976,0.843072037,0.87670866,0.910345282,0.575993475,1,Prinia socialis
1977,0.838470543,0.872599088,0.906727633,0.564761602,1,Prinia socialis
1978,0.833899073,0.86850878,0.903118486,0.553748751,1,Prinia socialis
1979,0.829390027,0.864437645,0.899485262,0.54295065,1,Prinia socialis
1980,0.824970445,0.860385593,0.895800742,0.532363113,1,Prinia socialis
1981,0.820429489,0.856352536,0.892275583,0.521982032,1,Prinia socialis
1982,0.816015291,0.852338383,0.888661476,0.511803382,1,Prinia socialis
1983,0.811667183,0.848343047,0.885018911,0.501823217,1,Prinia socialis
1984,0.807303194,0.844366439,0.881429685,0.492037664,1,Prinia socialis
1985,0.8029756,0.840408471,0.877841343,0.482442929,1,Prinia socialis
1986,0.798743205,0.836469057,0.874194909,0.473035292,1,Prinia socialis
1987,0.794388566,0.832548108,0.87070765,0.463811104,1,Prinia socialis
1988,0.790036775,0.828645539,0.867254302,0.454766788,1,Prinia socialis
1989,0.785772624,0.824761263,0.863749901,0.445898835,1,Prinia socialis
1990,0.781547504,0.820895194,0.860242885,0.437203808,1,Prinia socialis
1991,0.777338172,0.817047248,0.856756324,0.428678334,1,Prinia socialis
1992,0.773132223,0.813217339,0.853302456,0.420319106,1,Prinia socialis
1993,0.769001764,0.809405383,0.849809002,0.412122884,1,Prinia socialis
1994,0.764791556,0.805611295,0.846431035,0.404086487,1,Prinia socialis
1995,0.760627761,0.801834992,0.843042224,0.396206801,1,Prinia socialis
1996,0.756636456,0.798076391,0.839516325,0.388480768,1,Prinia socialis
1997,0.75266933,0.794335408,0.836001486,0.380905393,1,Prinia socialis
1998,0.748696459,0.79061196,0.832527462,0.373477738,1,Prinia socialis
1999,0.744787496,0.786905967,0.829024437,0.366194922,1,Prinia socialis
2000,0.740993675,0.783217345,0.825441016,0.359054121,1,Prinia socialis
2001,0.736889935,0.779546014,0.822202093,0.352052566,1,Prinia socialis
2002,0.879930029,0.906307056,0.932684083,0.676026283,1,Prinia socialis
2003,0.87494872,0.902058742,0.929168763,0.66284377,1,Prinia socialis
2004,0.870099256,0.897830341,0.925561427,0.649918317,1,Prinia socialis
2005,0.865386619,0.893621761,0.921856904,0.63724491,1,Prinia socialis
2006,0.860518747,0.889432909,0.918347072,0.624818634,1,Prinia socialis
2007,0.855820482,0.885263693,0.914706903,0.612634671,1,Prinia socialis
2008,0.851010147,0.881114019,0.911217891,0.600688295,1,Prinia socialis
2009,0.846374912,0.876983797,0.907592682,0.588974873,1,Prinia socialis
2010,0.841765831,0.872872936,0.90398004,0.577489863,1,Prinia socialis
2011,0.837160653,0.868781344,0.900402034,0.56622881,1,Prinia socialis
2012,0.832623311,0.864708931,0.896794551,0.555187349,1,Prinia socialis
2013,0.828148244,0.860655608,0.893162972,0.544361195,1,Prinia socialis
2014,0.823616228,0.856621285,0.889626342,0.533746152,1,Prinia socialis
2015,0.819141427,0.852605873,0.886070318,0.523338102,1,Prinia socialis
2016,0.81468428,0.848609283,0.882534285,0.513133009,1,Prinia socialis
2017,0.810172721,0.844631427,0.879090133,0.503126915,1,Prinia socialis
2018,0.805803419,0.840672217,0.875541015,0.493315941,1,Prinia socialis
2019,0.801470389,0.836731566,0.871992743,0.48369628,1,Prinia socialis
2020,0.797155152,0.832809387,0.868463621,0.474264202,1,Prinia socialis
2021,0.990920248,0.994984282,0.999048315,0.97371321,1,Prinia socialis
2022,0.98227827,0.990320293,0.998362316,0.954725803,1,Prinia socialis
2023,0.975031207,0.985678166,0.996325125,0.936108649,1,Prinia socialis
2024,0.968434879,0.9810578,0.993680721,0.917854531,1,Prinia socialis
2025,0.962113452,0.976459092,0.990804731,0.899956367,1,Prinia socialis
2026,0.956031997,0.97188194,0.987731882,0.882407218,1,Prinia socialis
2027,0.950143516,0.967326243,0.98450897,0.865200277,1,Prinia socialis
2028,0.944402248,0.962791901,0.981181554,0.848328872,1,Prinia socialis
2029,0.938685376,0.958278814,0.977872253,0.831786459,1,Prinia socialis
2030,0.933141237,0.953786882,0.974432527,0.815566623,1,Prinia socialis
1947,1,1,1,1,1,Prinia inornata
1948,1,1,1,1,1,Prinia inornata
1949,0.988339462,0.9953125,1.002285538,0.9805,1,Prinia inornata
1950,0.980870528,0.990646973,1.000423418,0.96138025,1,Prinia inornata
1951,0.973985384,0.986003315,0.998021246,0.942633335,1,Prinia inornata
1952,0.967575758,0.981381424,0.995187091,0.924251985,1,Prinia inornata
1953,0.961436961,0.976781199,0.992125437,0.906229071,1,Prinia inornata
1954,0.955357533,0.972202537,0.989047541,0.888557604,1,Prinia inornata
1955,0.949585387,0.967645338,0.985705289,0.871230731,1,Prinia inornata
1956,0.943797752,0.9631095,0.982421249,0.854241732,1,Prinia inornata
1957,0.938068862,0.958594924,0.979120987,0.837584018,1,Prinia inornata
1958,0.932519783,0.954101511,0.975683238,0.82125113,1,Prinia inornata
1959,0.927041681,0.94962916,0.972216639,0.805236733,1,Prinia inornata
1960,0.921697663,0.945177773,0.968657883,0.789534616,1,Prinia inornata
1961,0.916352051,0.940747252,0.965142454,0.774138691,1,Prinia inornata
1962,0.91099691,0.9363375,0.961678089,0.759042987,1,Prinia inornata
1963,0.905805214,0.931948418,0.958091621,0.744241649,1,Prinia inornata
1964,0.900749476,0.927579909,0.954410342,0.729728937,1,Prinia inornata
1965,0.895710464,0.923231879,0.950753293,0.715499222,1,Prinia inornata
1966,0.890653104,0.918904229,0.947155354,0.701546987,1,Prinia inornata
1967,0.885732013,0.914596866,0.943461718,0.687866821,1,Prinia inornata
1968,0.880825642,0.910309693,0.939793744,0.674453418,1,Prinia inornata
1969,0.875987716,0.906042616,0.936097516,0.661301577,1,Prinia inornata
1970,0.871175604,0.901795541,0.932415478,0.648406196,1,Prinia inornata
1971,0.866405531,0.897568375,0.928731218,0.635762275,1,Prinia inornata
1972,0.86160938,0.893361023,0.925112666,0.623364911,1,Prinia inornata
1973,0.856899107,0.889173393,0.92144768,0.611209295,1,Prinia inornata
1974,0.852177034,0.885005393,0.917833752,0.599290714,1,Prinia inornata
1975,0.847610243,0.88085693,0.914103617,0.587604545,1,Prinia inornata
1976,0.843119793,0.876727913,0.910336033,0.576146256,1,Prinia inornata
1977,0.838524035,0.872618251,0.906712467,0.564911404,1,Prinia inornata
1978,0.833916151,0.868527853,0.903139555,0.553895632,1,Prinia inornata
1979,0.82948827,0.864456629,0.899424988,0.543094667,1,Prinia inornata
1980,0.82501313,0.860404488,0.895795846,0.532504321,1,Prinia inornata
1981,0.820653601,0.856371342,0.892089084,0.522120487,1,Prinia inornata
1982,0.816315197,0.852357102,0.888399007,0.511939137,1,Prinia inornata
1983,0.811809187,0.848361678,0.884914168,0.501956324,1,Prinia inornata
1984,0.807533447,0.844384982,0.881236518,0.492168176,1,Prinia inornata
1985,0.803152766,0.840426928,0.87770109,0.482570896,1,Prinia inornata
1986,0.79887801,0.836487427,0.874096843,0.473160764,1,Prinia inornata
1987,0.794559251,0.832566392,0.870573533,0.463934129,1,Prinia inornata
1988,0.790294132,0.828663737,0.867033341,0.454887413,1,Prinia inornata
1989,0.786050896,0.824779376,0.863507855,0.446017109,1,Prinia inornata
1990,0.781863263,0.820913222,0.859963181,0.437319775,1,Prinia inornata
1991,0.777670778,0.817065191,0.856459605,0.42879204,1,Prinia inornata
1992,0.773469479,0.813235198,0.853000918,0.420430595,1,Prinia inornata
1993,0.769342965,0.809423158,0.849503352,0.412232198,1,Prinia inornata
1994,0.76522816,0.805628987,0.846029815,0.40419367,1,Prinia inornata
1995,0.761255138,0.801852601,0.842450065,0.396311894,1,Prinia inornata
1996,0.757208404,0.798093917,0.838979431,0.388583812,1,Prinia inornata
1997,0.753103211,0.794352852,0.835602493,0.381006427,1,Prinia inornata
1998,0.749157482,0.790629323,0.832101164,0.373576802,1,Prinia inornata
1999,0.745093582,0.786923248,0.828752915,0.366292055,1,Prinia inornata
2000,0.741181956,0.783234545,0.825287135,0.359149359,1,Prinia inornata
2001,0.73735878,0.779563134,0.821767487,0.352145947,1,Prinia inornata
2002,0.733383759,0.775908931,0.818434104,0.345279101,1,Prinia inornata
2003,0.729480308,0.772271858,0.815063408,0.338546159,1,Prinia inornata
2004,0.725647646,0.768651834,0.811656022,0.331944508,1,Prinia inornata
2005,0.721829405,0.765048778,0.808268152,0.325471591,1,Prinia inornata
2006,0.717993215,0.761462612,0.80493201,0.319124894,1,Prinia inornata
2007,0.71421518,0.757893256,0.801571333,0.312901959,1,Prinia inornata
2008,0.710502593,0.754340632,0.79817867,0.306800371,1,Prinia inornata
2009,0.706762925,0.75080466,0.794846395,0.300817764,1,Prinia inornata
2010,0.70305657,0.747285263,0.791513956,0.294951817,1,Prinia inornata
2011,0.699284782,0.743782363,0.788279945,0.289200257,1,Prinia inornata
2012,0.695612488,0.740295884,0.784979279,0.283560852,1,Prinia inornata
2013,0.692008782,0.736825747,0.781642711,0.278031415,1,Prinia inornata
2014,0.688333775,0.733371876,0.778409977,0.272609803,1,Prinia inornata
2015,0.684789046,0.729934195,0.775079344,0.267293911,1,Prinia inornata
2016,0.681081121,0.726512629,0.771944136,0.26208168,1,Prinia inornata
2017,0.677518811,0.723107101,0.76869539,0.256971087,1,Prinia inornata
2018,0.673963461,0.719717536,0.765471611,0.251960151,1,Prinia inornata
2019,0.670441269,0.71634386,0.762246452,0.247046928,1,Prinia inornata
2020,0.666950919,0.712985998,0.759021078,0.242229513,1,Prinia inornata
2021,0.663414946,0.709643877,0.755872808,0.237506038,1,Prinia inornata
2022,0.659942081,0.706317421,0.752692761,0.23287467,1,Prinia inornata
2023,0.656452975,0.703006558,0.749560141,0.228333614,1,Prinia inornata
2024,0.652991326,0.699711215,0.746431104,0.223881108,1,Prinia inornata
2025,0.649520149,0.696431318,0.743342488,0.219515427,1,Prinia inornata
2026,0.646141662,0.693166797,0.740191931,0.215234876,1,Prinia inornata
2027,0.642725121,0.689917577,0.737110034,0.211037796,1,Prinia inornata
2028,0.639392073,0.686683589,0.733975104,0.206922559,1,Prinia inornata
2029,0.635990755,0.683464759,0.730938763,0.202887569,1,Prinia inornata
2030,0.632549642,0.680261018,0.727972395,0.198931261,1,Prinia inornata
1937,1,1,1,1,1,Prinia hodgsonii
1938,0.988279093,0.9953125,1.002345907,0.9805,1,Prinia hodgsonii
1939,0.980763066,0.990646973,1.00053088,0.96138025,1,Prinia hodgsonii
1940,0.973891412,0.986003315,0.998115218,0.942633335,1,Prinia hodgsonii
1941,0.96752139,0.981381424,0.995241459,0.924251985,1,Prinia hodgsonii
1942,0.961257933,0.976781199,0.992304465,0.906229071,1,Prinia hodgsonii
1943,0.955251791,0.972202537,0.989153283,0.888557604,1,Prinia hodgsonii
1944,0.949380261,0.967645338,0.985910414,0.871230731,1,Prinia hodgsonii
1945,0.943686536,0.9631095,0.982532464,0.854241732,1,Prinia hodgsonii
1946,0.938102439,0.958594924,0.97908741,0.837584018,1,Prinia hodgsonii
1947,0.932531296,0.954101511,0.975671725,0.82125113,1,Prinia hodgsonii
1948,0.927004083,0.94962916,0.972254237,0.805236733,1,Prinia hodgsonii
1949,0.921542577,0.945177773,0.968812969,0.789534616,1,Prinia hodgsonii
1950,0.916389539,0.940747252,0.965104965,0.774138691,1,Prinia hodgsonii
1951,0.911256075,0.9363375,0.961418924,0.759042987,1,Prinia hodgsonii
1952,0.906103093,0.931948418,0.957793742,0.744241649,1,Prinia hodgsonii
1953,0.901054948,0.927579909,0.954104871,0.729728937,1,Prinia hodgsonii
1954,0.895982947,0.923231879,0.95048081,0.715499222,1,Prinia hodgsonii
1955,0.890932858,0.918904229,0.9468756,0.701546987,1,Prinia hodgsonii
1956,0.885947465,0.914596866,0.943246266,0.687866821,1,Prinia hodgsonii
1957,0.881025818,0.910309693,0.939593568,0.674453418,1,Prinia hodgsonii
1958,0.876085513,0.906042616,0.935999719,0.661301577,1,Prinia hodgsonii
1959,0.871168147,0.901795541,0.932422936,0.648406196,1,Prinia hodgsonii
1960,0.866281561,0.897568375,0.928855188,0.635762275,1,Prinia hodgsonii
1961,0.861469381,0.893361023,0.925252665,0.623364911,1,Prinia hodgsonii
1962,0.856731482,0.889173393,0.921615304,0.611209295,1,Prinia hodgsonii
1963,0.851957446,0.885005393,0.91805334,0.599290714,1,Prinia hodgsonii
1964,0.847201223,0.88085693,0.914512637,0.587604545,1,Prinia hodgsonii
1965,0.842619224,0.876727913,0.910836602,0.576146256,1,Prinia hodgsonii
1966,0.838085677,0.872618251,0.907150826,0.564911404,1,Prinia hodgsonii
1967,0.833498829,0.868527853,0.903556877,0.553895632,1,Prinia hodgsonii
1968,0.82902583,0.864456629,0.899887427,0.543094667,1,Prinia hodgsonii
1969,0.824543673,0.860404488,0.896265304,0.532504321,1,Prinia hodgsonii
1970,0.820102498,0.856371342,0.892640187,0.522120487,1,Prinia hodgsonii
1971,0.815645323,0.852357102,0.88906888,0.511939137,1,Prinia hodgsonii
1972,0.811252397,0.848361678,0.885470958,0.501956324,1,Prinia hodgsonii
1973,0.806918752,0.844384982,0.881851213,0.492168176,1,Prinia hodgsonii
1974,0.802647225,0.840426928,0.87820663,0.482570896,1,Prinia hodgsonii
1975,0.798291418,0.836487427,0.874683435,0.473160764,1,Prinia hodgsonii
1976,0.7939601,0.832566392,0.871172684,0.463934129,1,Prinia hodgsonii
1977,0.789815515,0.828663737,0.867511958,0.454887413,1,Prinia hodgsonii
1978,0.785564757,0.824779376,0.863993994,0.446017109,1,Prinia hodgsonii
1979,0.781203288,0.820913222,0.860623156,0.437319775,1,Prinia hodgsonii
