"catalogNumber","institutionCode","scientific_name","individualCount","year","month","day","locality","historical_site_code","decimalLatitude","decimalLongitude","collectedBy","coordinateUncertaintyInMeters","notes","common_name","species_code","order"
"87.7.1.3516","NHM Tring","Galerida malabarica","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Malabar Lark","MALA","Passeriformes"
"89.5.10.1480","NHM Tring","Galloperdix spadicea","",1881,1,26,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1483","NHM Tring","Galloperdix spadicea","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1479","NHM Tring","Galloperdix spadicea","",1881,1,26,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1482","NHM Tring","Galloperdix spadicea","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1484","NHM Tring","Galloperdix spadicea","",1881,1,31,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1481","NHM Tring","Galloperdix spadicea","",1881,1,26,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1489","NHM Tring","Galloperdix spadicea","",1881,3,12,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1488","NHM Tring","Galloperdix spadicea","",1881,3,11,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1490","NHM Tring","Galloperdix spadicea","",1881,3,8,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1470","NHM Tring","Galloperdix spadicea","",1881,2,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1469","NHM Tring","Galloperdix spadicea","",1881,1,17,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1474","NHM Tring","Galloperdix spadicea","",1881,3,5,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1468","NHM Tring","Galloperdix spadicea","",1881,1,17,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1471","NHM Tring","Galloperdix spadicea","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1475","NHM Tring","Galloperdix spadicea","",1881,3,9,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1473","NHM Tring","Galloperdix spadicea","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1477","NHM Tring","Galloperdix spadicea","",1876,4,28,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"89.5.10.1476","NHM Tring","Galloperdix spadicea","",1881,3,5,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red Spurfowl","RESP","Galliformes"
"62687","NHM Tring","Galloperdix spadicea","1",1889,NA,NA,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63900","NHM Tring","Galloperdix spadicea","1",1881,1,26,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63903","NHM Tring","Galloperdix spadicea","1",1881,1,28,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63904","NHM Tring","Galloperdix spadicea","1",1881,1,28,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63906","NHM Tring","Galloperdix spadicea","1",1881,1,31,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63911","NHM Tring","Galloperdix spadicea","1",1881,1,26,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63915","NHM Tring","Galloperdix spadicea","1",1881,1,26,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63943","NHM Tring","Galloperdix spadicea","1",1881,1,24,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"83490","NHM Tring","Galloperdix spadicea","1",1873,3,24,"Coonoor","CNRG",11.35,76.783333,"","1848","","Red Spurfowl","RESP","Galliformes"
"110935","NHM Tring","Galloperdix spadicea","2",1877,5,15,"Coonoor","CNRG",11.35,76.783333,"","1848","Hume collection","Red Spurfowl","RESP","Galliformes"
"63902","NHM Tring","Galloperdix spadicea","1",1881,3,2,"Kotagiri","LWSL",11.433333,76.883333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63918","NHM Tring","Galloperdix spadicea","1",1881,3,8,"Kotagiri","LWSL",11.433333,76.883333,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"110940","NHM Tring","Galloperdix spadicea","1",1858,3,3,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn, Hume collection","Red Spurfowl","RESP","Galliformes"
"110941","NHM Tring","Galloperdix spadicea","1",1871,2,10,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn, Hume collection","Red Spurfowl","RESP","Galliformes"
"110942","NHM Tring","Galloperdix spadicea","1",1871,3,24,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn coll. C.W. Doorly [P]","Red Spurfowl","RESP","Galliformes"
"110938","NHM Tring","Galloperdix spadicea","2",1871,4,7,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn, Hume collection","Red Spurfowl","RESP","Galliformes"
"110939","NHM Tring","Galloperdix spadicea","2",1873,3,22,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn, Hume collection","Red Spurfowl","RESP","Galliformes"
"110934","NHM Tring","Galloperdix spadicea","2",1877,2,5,"Kullar","KULR",11.416667,76.5,"","55426","Hume collection","Red Spurfowl","RESP","Galliformes"
"63907","NHM Tring","Galloperdix spadicea","1",1881,2,8,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63908","NHM Tring","Galloperdix spadicea","1",1881,1,17,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63909","NHM Tring","Galloperdix spadicea","1",1881,3,5,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63910","NHM Tring","Galloperdix spadicea","1",1881,1,17,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63912","NHM Tring","Galloperdix spadicea","1",1881,2,10,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63914","NHM Tring","Galloperdix spadicea","1",1881,3,5,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63916","NHM Tring","Galloperdix spadicea","1",1881,3,9,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63917","NHM Tring","Galloperdix spadicea","1",1881,2,10,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63919","NHM Tring","Galloperdix spadicea","1",1876,4,28,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"63965","NHM Tring","Galloperdix spadicea","1",1881,2,8,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Red Spurfowl","RESP","Galliformes"
"62688","NHM Tring","Galloperdix spadicea","1",1888,2,NA,"Ootacamund","OTCM",11.466667,76.7,"H E Fox","1848","","Red Spurfowl","RESP","Galliformes"
"62689","NHM Tring","Galloperdix spadicea","1",1888,2,NA,"Ootacamund","OTCM",11.466667,76.7,"H E Fox","1848","","Red Spurfowl","RESP","Galliformes"
"89.5.10.2040","NHM Tring","Gallus sonneratii","",1881,1,26,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2041","NHM Tring","Gallus sonneratii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2053","NHM Tring","Gallus sonneratii","",1875,2,20,"Kotagiri","LWSL",NA,NA,"M Cockburn","","","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2052","NHM Tring","Gallus sonneratii","",1875,2,20,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2054","NHM Tring","Gallus sonneratii","",1881,3,15,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2045","NHM Tring","Gallus sonneratii","",1881,3,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2043","NHM Tring","Gallus sonneratii","",1881,2,28,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2044","NHM Tring","Gallus sonneratii","",1881,2,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2048","NHM Tring","Gallus sonneratii","",1881,1,23,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2046","NHM Tring","Gallus sonneratii","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"89.5.10.2047","NHM Tring","Gallus sonneratii","",1881,1,23,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Gray Junglefowl","GRJU","Galliformes"
"136402","NHM Tring","Gallus sonneratii","1",1881,10,13,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75893","NHM Tring","Gallus sonneratii","1",1881,1,27,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75895","NHM Tring","Gallus sonneratii","1",1881,1,26,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"62698","NHM Tring","Gallus sonneratii","1",1887,12,3,"Coonoor Ghat","CNRG",11.35,76.783333,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"111147","NHM Tring","Gallus sonneratii","1",1871,4,22,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Hume Collection","Gray Junglefowl","GRJU","Galliformes"
"111148","NHM Tring","Gallus sonneratii","1",1858,10,3,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Hume Collection","Gray Junglefowl","GRJU","Galliformes"
"75896","NHM Tring","Gallus sonneratii","1",1881,3,15,"Kotagiri","LWSL",11.433333,76.883333,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75887","NHM Tring","Gallus sonneratii","1",1875,2,20,"Kotagiri","LWSL",11.433333,76.883333,"","1848","","Gray Junglefowl","GRJU","Galliformes"
"75897","NHM Tring","Gallus sonneratii","1",1875,2,20,"Kotagiri","LWSL",11.433333,76.883333,"","1848","","Gray Junglefowl","GRJU","Galliformes"
"111146","NHM Tring","Gallus sonneratii","2",1871,5,5,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn Collection, Hume Collection","Gray Junglefowl","GRJU","Galliformes"
"111151","NHM Tring","Gallus sonneratii","2",1871,4,22,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Miss Cockburn Collection, C. W. Doorly (P)","Gray Junglefowl","GRJU","Galliformes"
"111149","NHM Tring","Gallus sonneratii","3",1874,4,14,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","Hume Collection","Gray Junglefowl","GRJU","Galliformes"
"75889","NHM Tring","Gallus sonneratii","1",1881,1,28,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75890","NHM Tring","Gallus sonneratii","1",1881,1,23,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75891","NHM Tring","Gallus sonneratii","1",1881,3,4,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75894","NHM Tring","Gallus sonneratii","1",1881,2,28,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75898","NHM Tring","Gallus sonneratii","1",1881,2,8,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Gray Junglefowl","GRJU","Galliformes"
"75888","NHM Tring","Gallus sonneratii","1",1881,2,10,"Ootacamund","OTCM",11.466667,76.7,"","1848","","Gray Junglefowl","GRJU","Galliformes"
"137272","NHM Tring","Gallus sonneratii","1",1882,1,NA,"Ootacamund","OTCM",11.466667,76.7,"","1848","","Gray Junglefowl","GRJU","Galliformes"
"BIB11","JournalData","Harpactes fasciatus","X",1881,NA,NA,"Coonoor","CNRG",NA,NA,"W Davison","","","Malabar Trogon","MATR","Trogoniformes"
"BIB11","JournalData","Harpactes fasciatus","X",1881,NA,NA,"Naduvattum","NDVT",NA,NA,"W Davison","","","Malabar Trogon","MATR","Trogoniformes"
"88.11.10.30","NHM Tring","Harpactes fasciatus","",1869,5,16,"Coonoor Ghat","CNRG",NA,NA,"G M Slaughter","","Hume coll.","Malabar Trogon","MATR","Trogoniformes"
"88.11.10.31","NHM Tring","Harpactes fasciatus","",1869,5,26,"Coonoor Ghat","CNRG",NA,NA,"G M Slaughter","","Hume coll.","Malabar Trogon","MATR","Trogoniformes"
"88.11.10.29","NHM Tring","Harpactes fasciatus","",1869,5,5,"Coonoor Ghat","CNRG",NA,NA,"G M Slaughter","","Hume coll.","Malabar Trogon","MATR","Trogoniformes"
"88.11.10.28","NHM Tring","Harpactes fasciatus","",1876,4,19,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Malabar Trogon","MATR","Trogoniformes"
"SKIN-655588","AMNH","Hemipus picatus","",1873,2,2,"Coonoor","CNRG",NA,NA,"F Day","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"98566","FMNH","Hemipus picatus","",1900,11,24,"Ootacamund","OTCM",NA,NA,"","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"BIB20","JournalData","Hemipus picatus","X",1895,NA,NA,"Ootacamund","OTCM",NA,NA,"A G Cardew","","Nests collected from Ootacamand in March and May 1895","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"86.3.1.2675","NHM Tring","Hemipus picatus","",1869,4,19,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"86.3.1.2676","NHM Tring","Hemipus picatus","",1873,1,8,"Coonoor","CNRG",NA,NA,"F Day","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"87.12.1.1280","NHM Tring","Hemipus picatus","",1876,9,28,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"87.12.1.1281","NHM Tring","Hemipus picatus","",1876,9,28,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"86.3.1.2673","NHM Tring","Hemipus picatus","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"27/Cam/5/b/2","UMZC","Hemipus picatus","",1873,2,3,"Coonoor","CNRG",NA,NA,"","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"109758","USNM","Hemipus picatus","",1883,4,19,"Ootacamund","OTCM",NA,NA,"W Davison","","","Bar-winged Flycatcher-shrike","BWFS","Passeriformes"
"BIB11","JournalData","Hypsipetes ganeesa","X",1881,NA,NA,"Coonoor","CNRG",NA,NA,"W Davison","","","Square-tailed Bulbul","STBU","Passeriformes"
"BIB11","JournalData","Hypsipetes ganeesa","X",1881,NA,NA,"Ootacamund","OTCM",NA,NA,"W Davison","","","Square-tailed Bulbul","STBU","Passeriformes"
"3431","ZSI","Hypsipetes ganeesa","",1870,7,23,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Square-tailed Bulbul","STBU","Passeriformes"
"3432","ZSI","Hypsipetes ganeesa","",1870,7,23,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Square-tailed Bulbul","STBU","Passeriformes"
"1433","NHM Tring","Hypsipetes ganeesa","",1878,4,NA,"Kukal","KUKL",11.347475,76.796754,"R G Wardlaw-Ramsay","6409","","Square-tailed Bulbul","STBU","Passeriformes"
"86.9.1.1581","NHM Tring","Iole indica","",1869,3,20,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1591","NHM Tring","Iole indica","",1881,1,13,"Coonoor","CNRG",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"88.4.1.478","NHM Tring","Iole indica","",1876,9,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1588","NHM Tring","Iole indica","",1881,1,25,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1589","NHM Tring","Iole indica","",1880,1,25,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1592","NHM Tring","Iole indica","",1881,1,28,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1592","NHM Tring","Iole indica","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1584","NHM Tring","Iole indica","",1881,3,11,"Kotagiri","LWSL",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1584","NHM Tring","Iole indica","",1881,3,11,"Kotagiri","LWSL",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"88.4.1.477","NHM Tring","Iole indica","",1876,9,15,"Kullar","KULR",NA,NA,"R G Wardlaw-Ramsay","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.1593","NHM Tring","Iole indica","",1876,4,6,"Ootacamund","OTCM",NA,NA,"W Davison","","","Yellow-browed Bulbul","YBBU","Passeriformes"
"86.9.1.2722","NHM Tring","Irena puella","",1867,9,30,"Burliar","BVLR",NA,NA,"","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"88.4.1.775","NHM Tring","Irena puella","",1878,4,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"88.4.1.776","NHM Tring","Irena puella","",1876,10,3,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.9.1.2719","NHM Tring","Irena puella","",1874,7,10,"Kullar","KULR",NA,NA,"M Cockburn","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.9.1.2720","NHM Tring","Irena puella","",1874,7,10,"Kullar","KULR",NA,NA,"M Cockburn","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.9.2725","NHM Tring","Irena puella","",1867,9,11,"Kullar","KULR",NA,NA,"","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.9.2742","NHM Tring","Irena puella","",1867,9,19,"Kullar","KULR",NA,NA,"","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.9.1.2721","NHM Tring","Irena puella","",1867,9,21,"Kullar","KULR",NA,NA,"","","Hume coll.","Asian Fairy-bluebird","AFBL","Passeriformes"
"86.11.1.1105","NHM Tring","Lanius schach","",1873,2,5,"Coonoor","CNRG",NA,NA,"F Day","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"88.5.30.409","NHM Tring","Lanius schach","",1876,10,7,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Long-tailed Shrike","LTSH","Passeriformes"
"88.5.30.410","NHM Tring","Lanius schach","",1876,7,22,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1106","NHM Tring","Lanius schach","",1881,3,2,"Kotagiri","LWSL",NA,NA,"","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1093","NHM Tring","Lanius schach","",1867,3,24,"Ootacamund","OTCM",NA,NA,"H R P Carter","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1097","NHM Tring","Lanius schach","",1867,3,16,"Ootacamund","OTCM",NA,NA,"H R P Carter","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"88.5.30.408","NHM Tring","Lanius schach","",1876,7,9,"Ootacamund","OTCM",NA,NA,"R M Adam","","Tweedale coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1083","NHM Tring","Lanius schach","",1881,NA,NA,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1084","NHM Tring","Lanius schach","",1881,3,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1087","NHM Tring","Lanius schach","",1881,1,7,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1098","NHM Tring","Lanius schach","",1876,4,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"","NHM Tring","Lanius schach","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1103","NHM Tring","Lanius schach","",1876,4,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1104","NHM Tring","Lanius schach","",1881,1,20,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1100","NHM Tring","Lanius schach","",1876,4,6,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.11.1.1095","NHM Tring","Lanius schach","",1881,3,16,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1088","NHM Tring","Lanius schach","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1099","NHM Tring","Lanius schach","",1876,4,6,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1102","NHM Tring","Lanius schach","",1876,4,27,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1092","NHM Tring","Lanius schach","",1881,3,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1091","NHM Tring","Lanius schach","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1090","NHM Tring","Lanius schach","",1881,2,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1089","NHM Tring","Lanius schach","",1881,2,2,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"86.2.1.1086","NHM Tring","Lanius schach","",1881,1,11,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Long-tailed Shrike","LTSH","Passeriformes"
"84.7.28.72","NHM Tring","Lanius schach","",1883,3,19,"Ootacamund","OTCM",NA,NA,"W Davison","","","Long-tailed Shrike","LTSH","Passeriformes"
"","NHM Tring","Larvivora brunnea","",1869,3,19,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Indian Blue Robin","IBRO","Passeriformes"
"85.7.24.109","NHM Tring","Larvivora brunnea","",1881,11,10,"Coonoor","CNRG",NA,NA,"R B Sharpe","","","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3102","NHM Tring","Larvivora brunnea","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3101","NHM Tring","Larvivora brunnea","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3100","NHM Tring","Larvivora brunnea","",1875,2,14,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3099","NHM Tring","Larvivora brunnea","",1881,3,10,"Kotagiri","LWSL",NA,NA,"","","Hume coll. ","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3096","NHM Tring","Larvivora brunnea","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3095","NHM Tring","Larvivora brunnea","",1881,2,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.7.8.3097","NHM Tring","Larvivora brunnea","",1881,3,16,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Indian Blue Robin","IBRO","Passeriformes"
"86.11.1.292","NHM Tring","Machlolophus aplonotus","",1869,3,26,"Coonoor","CNRG",NA,NA,"A G R Theobald","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.296","NHM Tring","Machlolophus aplonotus","",1869,4,19,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.298","NHM Tring","Machlolophus aplonotus","",1869,5,22,"Coonoor","CNRG",NA,NA,"H R P Carter","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.294","NHM Tring","Machlolophus aplonotus","",1869,4,19,"Coonoor","CNRG",NA,NA,"H R P Carter","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
